,Unnamed: 0,name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),lat,lng,calle,numero,colonia,ciudad,CP,formatad
2208,827,Departamento en Venta! 2 Recámaras + Cuarto Servicio,"avenida ejercito nacional 225, Ampliación Granada, Miguel Hidalgo","Increíble oportunidad en Venta en Hares Polanco, 2 recámaras con opción a una 3ra recámara, cuarto de servicio con baño, 2 baños completos y 1 medio baño, y 2 estacionamientos independientes en el primero sótano. Muy iluminado, muy buenos acabados, cocina integral con barra de granito. El fraccionamiento cuenta con excelentes amenidades, ideal para familias: alberca, chapoteadero, ludoteca, gimnasio, juegos infantiles, hermoso salón de usos múltiples, cancha paddel, jardín, salón de juegos, salino de lectura etc. El mantenimiento y seguridad del conjunto son excelentes, con acceso inmediato a rio San Joaquín, Mariano Escobedo, muy céntrico y cercano a las zonas comerciales más exclusivas de la ciudad como Antara y Plaza Carso. Tiene que verlo! Contacto: rm real estate Ver datos",/propiedades/departamento-en-venta!-2-recamaras-cuarto-servicio-51755045.html,"MN 7,500,000",venta,2.0,3.0,143.0,143.0,19.4367558,-99.17931109999999,Avenida Ejército Nacional,225,Anáhuac I Sección,Ciudad de México,11320,"Av Ejército Nacional 225, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico"
2209,828,"Estrena Bonito Depto Planta Baja Exterior, 70 m², 2 Recs, 1 Auto","SUIZA, Portales, Benito Juárez","Bonito departamento 7om2 habitables. planta baja. elevador. roof garden. edificio de 4 pisos. 12 deptos. vigilancia las 24 horas. conserje. cisterna. administracion externa. 2 recámaras con closet de fina madera. recámara principal con baño cabe king zise. dos baños completos con vidrio templado. sala. comedor. cocina equipada con barra de granito, plancha mabe, campana teka. área de lavado. 1 estacionamiento con eleva autos. bodegas en venta. puerta eléctrica para el estacionamiento. no corredores",/propiedades/estrena-bonito-depto-planta-baja-exterior-70-m-sup2--53289897.html,"MN 2,695,000",venta,2.0,2.0,70.0,70.0,19.3682579,-99.1392729,Suiza,,Portales Norte,Ciudad de México,03570,"Suiza, Portales Nte, 03570 Ciudad de México, CDMX, Mexico"
2210,829,Casa en Venta Bosque de Las Lomas,"BOSQUES DE LA REFORMA, Bosque de las Lomas, Miguel Hidalgo","Hermosa casa con acabados de madera y mármol, sala comedor y antecomedor con vista y salida a un pequeño jardín, estacionamiento para cinco coches, tres recámaras con baño y vestidor cada una, despacho o sala con chimenea, salón de juegos con salida a jardín de aproximadamente 200 metros, cuarto de estar, dos cuartos de servicio y lavandería amplia. Precio y disponibilidad sujeto a cambio sin previo aviso.",/propiedades/casa-en-venta-bosque-de-las-lomas-57359390.html,"MN 25,000,000",venta,3.0,3.0,768.0,700.0,19.4014831,-99.2463193,Bosques de la Reforma,,Bosque de las Lomas,Ciudad de México,,"Bosques de la Reforma, Bosque de las Lomas, Ciudad de México, CDMX, Mexico"
2211,830,Terreno - Tlalpan,"Último Terreno a la Venta en Jardines de la Montaña, Jardines en la Montaña, Tlalpan","último terreno en jardines de la montaña A la ventaubicado en una esquina, seguridad las 24 horas, excelente ubicación, oportunidad única. www. gentry. com. mx",/propiedades/terreno-tlalpan-57905444.html,"MN 14,900,000",venta,0.0,0.0,,489.0,19.3012796,-99.2081334,Carretera Picacho-Ajusco,160,Jardines en la Montaña,Ciudad de México,14210,"Carr. Picacho-Ajusco 160, Jardines en la Montaña, Tlalpan, 14210 Ciudad de México, CDMX, Mexico"
2212,831,"Departamento en Venta en Moliere, Polanco","Moliere, Polanco, Miguel Hidalgo","Departamento 100% remodelado. Ubicado en Moliere, Polanco. Piso 1. El edificio cuenta con vigilancia las 24 horas y elevador. Amplia Sala - Comedor. Cocina con área de lavado y alacena. 2 recámaras con closet c/u. 2 baños completos. Patio/Terraza. Cuarto de servicio (puede servir como bodega) ubicado en la azotea. El departamento fue remodelado en 2019. A unos pasos de Antara, Miyana y Palacio de Hierro Moliere.",/propiedades/departamento-en-venta-en-moliere-polanco-58245939.html,"MN 9,500,000",venta,2.0,2.0,163.0,163.0,19.4333954,-99.2017855,Avenida Moliere,,Polanco I Sección,Ciudad de México,,"Av Moliere, Polanco, Polanco I Secc, Ciudad de México, CDMX, Mexico"
2213,832,Casa en Condominio en Excelentes Condiciones Muy Cerca de Televisa San Ángel,"Av. Las Flores, Atlamaya, Alvaro Obregón","Amplia casa en condominio con acabados de madera y mármol en magnífico estado de conservación con agradable diseño de entrepisos y con excelente ubicación lista para habitarse. Ubicada sobre Av. Las Flores a 4 minutos de Televisa San Ángel y de la Secretaría de Comunicaciones y Transportes. Tiene cerca el Periférico, Rómulo O’Farril, Altavista, restaurantes, oficinas, escuelas de diferentes grados, el Parque Ecológico Las Águilas, además tiendas de autoservicio como Superama, Walmart y Office Depot. Es una colonia familiar por lo que la mayoría del tiempo es tranquila y muy segura; hay vigilancia en las calles de forma continua. El condominio cuenta con alberca climatizada, paddle tennis, squash, jardín con juegos infantiles, salón de usos múltiples, gimnasio con regaderas y vapor, canasta de básquetbol, cctv y vigilancia las 24 horas. Amplia sala muy iluminada con vista al jardín, sala de tv, comedor de doble altura, cocina con barra desayunador y gran espacio de alacena, medio baño para visitas. Tres recámaras con clóset y la principal (que es la más grande) cuenta con vestidor y baño completo, todas con espacio suficiente para una cama King size. El segundo baño completo es amplio y ambos con cancelería de cristal templado. Hasta arriba se encuentra el cuarto de servicio con baño completo y el área de lavado. Dos espacios de estacionamiento independientes, donde fácilmente caben camionetas. El condominio está muy bien conservado, la presión de agua es constante por su sistema hidroneumático y todo está incluido en tu cuota de mantenimiento de $5, 000 pesos. Si tienes mascotas también son bienvenidas, ¡no hay restricciones de especies! Se aceptan todos los créditos Bancarios, Infonavit y Fovissste. ¡Conócela! Te va encantar. ¡Es una excelente oportunidad!",/propiedades/casa-en-condominio-en-excelentes-condiciones-muy-cerca-57120183.html,"MN 12,300,000",venta,3.0,3.0,357.0,147.0,19.3511882,-99.20350250000001,Avenida las Flores,,Atlamaya,Ciudad de México,,"Av las Flores, Atlamaya, Ciudad de México, CDMX, Mexico"
2217,834,Departamento en Venta en Polanco Para Remodelar,"CARLOS DICKENS 76, Polanco II Sección, Miguel Hidalgo","Gran oportunidad departamento para remodelar, con excelente ubicación A una cuadra de masaryk Y del parque lincoln, solo 9 departamentos Y un ph, con elevador al piso, exterior con balcón, cuenta con 2 recamaras, 2 baños, sala de tv abierta O puede ser una tercera recamara, 1 lugar de estacionamiento, cuarto de servicio, salida de servicio A escalera de emergencia, area de lavado, vigilancia 24 horas, cuenta con valet parking para acomodar los autos dentro del estacionamiento.",/propiedades/departamento-en-venta-en-polanco-para-remodelar-57651061.html,"MN 10,450,000",venta,2.0,2.0,152.0,152.0,19.4304855,-99.2040346,Carlos Dickens,76,Polanco II Sección,Ciudad de México,11550,"Carlos Dickens 76, Polanco, Polanco II Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico"
2229,836,Oficina en Venta Polanco,"EJERCITO NACIONAL, Polanco, Miguel Hidalgo",Salida de emergencia. Baño en entre pisos. Cocina integral. Red contra incendios compartidos del 4 al 8. Cctv. Climatizado. Alfombra. Intercomunicación con el portero. Puerta automatizada. Vigilancia. Acceso las 24 horas. Precio y disponibilidad sujeto a cambio sin previo aviso.,/propiedades/oficina-en-venta-polanco-57281687.html,"MN 23,000,000",venta,,,349.0,349.0,19.4380138,-99.1954895,Avenida Ejército Nacional,,Polanco I Sección,Ciudad de México,,"Av Ejército Nacional, Polanco, Polanco I Secc, Ciudad de México, CDMX, Mexico"
2230,837,"Excelente Depto. Recién Remodelado de 3 Recámaras en Amores, Col. del Valle","Amores, Del Valle, Benito Juárez","Que no te ganen este departamento ""totalmente remodelado"", con acabados de ""muy buen gusto"" y ambiente muy acogedor, en la Av. Amores de la Colonia del Valle!! El departamento consta de 123 m2, tiene una agradable distribución con una sensación de amplitud a lo largo de el departamento. Cuenta con una amplia e iluminada estancia sala-comedor, medio baño de visitas, cocina integral abierta con barra de granito y salida a su área de lavado; su pasillo nos lleva al área más privada del departamento, en la que encontraremos 3 recámaras, la principal con clóset y baño propio, y 2 recámaras hacia el fondo con clóset y un baño compartido. Además, cuenta con un cuarto de juegos, estudio ó tv. Cuenta con 3 lugares de estacionamiento asignados (en batería) y una bodega. El edificio cuenta con vigilancia 24hrs, elevador y roof garden. Vialidades: Conectado con Av, Insurgentes Sur y Viaducto. Le invito a realizar un recorrido virtual en este sitio.",/propiedades/excelente-depto.-recien-remodelado-de-3-recamaras-en-58423532.html,"MN 5,780,000",venta,3.0,2.0,123.0,123.0,19.3829119,-99.1666448,Amores,,,Ciudad de México,,"Amores, Ciudad de México, CDMX, Mexico"
2235,839,Excelente Departamento en Venta en El Eje Central Lázaro Cárdenas,"Eje Central Lázaro Cárdenas 404, Alamos, Benito Juárez","Excelente departamento en venta en el Eje Central Lázaro Cárdenas, consta de cocina integral, sala, comedor, tres recámaras, dos baños completos, bodega, elevador, un cajón de estacionamiento y balcón es exterior.",/propiedades/excelente-departamento-en-venta-en-el-eje-central-58170028.html,"MN 2,900,000",venta,3.0,2.0,86.0,86.0,19.4012667,-99.145128,Eje Central Lázaro Cárdenas,404,Álamos,Ciudad de México,03400,"Eje Central Lázaro Cárdenas 404, Álamos, Benito Juárez, 03400 Ciudad de México, CDMX, Mexico"
2238,841,"Departamento en Venta, del Valle","Av. Coyoacán 1523, Del Valle, Del Valle, Benito Juárez",Hermoso y espacioso departamento para estrenar con 3 habitaciones con excelente iluminación. Ubicado en la segunda planta de un edificio muy seguro de tan sólo 3 niveles. Muy silencioso. La habitación principal cuenta con vestidor y baño completo con ventilación natural. Cuarto de lavado independiente con ventilación natural. Vigilancia 24 hr. Cuenta con dos lugares de estacionamiento,/propiedades/departamento-en-venta-del-valle-56723904.html,"MN 4,200,000",venta,3.0,2.0,90.0,90.0,19.3688009,-99.17180309999999,Avenida Coyoacán,1523,Colonia del Valle Centro,Ciudad de México,03100,"Av. Coyoacán 1523, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, Mexico"
2239,842,Vendo Departamento Lomas de Chapultepec,"Rosedal, Lomas de Chapultepec, Miguel Hidalgo","Estudio. inmobiliario ofrece Departamento en Pre-venta en Rosedal #7, Lomas de Chapultepec. El predio sobre el que se construye este pequeño edificio de cinco departamentos es una esquina. Todas las áreas de los departamentos será exteriores. Con luz natural y ventilación. El punto focal de los departamentos será una terraza de treinta metros que será el centro visual del departamento, con acceso desde sala comedor y recámara principal. Adicionalmente a esta terraza cuenta con dos pequeños balcones en recámaras. El proyecto del Arq. Daniel Persson, donde el funcionalismo de los espacios se conjuga con la armonía de los acabados, buscando la luz y la convivencia con el entorno. Tres estacionamientos que no se molestan entre si. El edificio contará con vigilancia 24 horas. Cambio de precio sin previo aviso. Departamento pb / 101. Área total 212. Interior 179m2. Terraza 33m2. Cuenta con dos recámaras (opción a tercera recámara) family, sala, comedor, cocina, 3 baños, cuarto de servicio y terraza.",/propiedades/vendo-departamento-lomas-de-chapultepec-55170927.html,"MN 13,941,667",venta,2.0,3.0,200.0,200.0,19.4322943,-99.2133954,Rosedal,,,Ciudad de México,,"Rosedal, Ciudad de México, CDMX, Mexico"
2247,844,Dpto Grand Tower Polanco Amueb o Sin Muebles,"Lago Neuchatel 45, Ampliación Granada, Miguel Hidalgo","El departamento se vende en $5'400, 000, o Renta en $25, 000 sin muebles o totalmente amueblado en $28, 000, contiene: - 2 Recámaras. - 1. 5 baños. - Sala-Comedor. - Cocina integral con patio de lavado. - Bodega. - 2 Cajones de Estacionamiento. Con derecho a las áreas comunes y amenidades que son: - 2 Roof Garden con Asadores, camastros, baños y Jacuzzis. - 2 Gimnasios de Pilates con pantallas. - 1 Salón de Spinning. - 1 Salón de Cardio. - 1 Sala de Yoga. - Spa. - 2 Albercas Techadas y 1 Chapoteadero. - Vestidores con regaderas y vapor. - Centro de Negocios con Salas de Juntas, mesas de computo, cafetería. - Salón de Fiestas. - Salón de Juegos (Barra de Bar, Billar, Mesas Dominó etc. ) - Salón de Juegos para niños. - Sala de Cine con aire acondicionado y sonido estereofónico. - Cancha de Pádel. - Lavandería, Tintorería. Citas Cel 55 Ver datos",/propiedades/dpto-grand-tower-polanco-amueb-o-sin-muebles-50881283.html,"MN 5,400,000",venta,2.0,1.0,84.0,84.0,19.442735,-99.2011113,Lago Neuchatel,45,Ampliación Granada,Ciudad de México,11529,"Lago Neuchatel 45, Amp Granada, Miguel Hidalgo, 11529 Ciudad de México, CDMX, Mexico"
2248,845,Departamento en Venta Portales / Calzada del Tlalpan,"Calzada de Tlalpan 1447, Portales, Benito Juárez","Excelente departamento para estrenar, 68 M2, dos habitaciones, baño Y medio, estancia, cocina integral con barra de granito, area de lavado, magnifica vista, area de juegos para niñon, gimnasio, salon de eventos, un estacionmaiento, bodega, jaula de tendido, elevadores, vigilancia.",/propiedades/departamento-en-venta-portales-calzada-del-tlalpan-52960267.html,"MN 2,550,000",venta,2.0,1.0,68.0,68.0,19.3657878,-99.14261049999999,Calzada de Tlalpan,1447,Portales Norte,Ciudad de México,03300,"Calz. de Tlalpan 1447, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, Mexico"
2249,846,2 Recámaras Donato Guerra Esq. Abraham Glez.,"Donato Guerra 22, Juárez, Cuauhtémoc","Donato Guerra 22 esq. Abraham González. A una calle de Reforma en el Monumento a Colón. Departamento de 90. 00 mts2. Iluminado, buenos acabados, distribución práctica, su cocina es abierta. 2 recámaras, la principal con vestidor y baño la segunda con closet y comparte el baño con visitas. 2 estacionamientos.",/propiedades/2-recamaras-donato-guerra-esq.-abraham-glez.-56700552.html,"MN 3,900,000",venta,2.0,2.0,90.0,90.0,19.4334916,-99.1522682,Donato Guerra,22,Juárez,Juárez,06600,"Donato Guerra 22, Juárez, Cuauhtémoc, 06600 Juárez, CDMX, Mexico"
2282,849,Vendo Departamento Remodelado - Calle Odesa - Colonia Portales,"ODESA 419, Portales, Benito Juárez","Hermoso departamento remodelado, el edificio tiene 12 años de construído. Ubícadísimo, a media cuadra de Municipio Libre, a 2 cuadras de Av. Emiliano Zapata, a 2 cuadras del Eje Central Lázaro Cárdenas y a 8 cuadras de Calzada de Tlalpan, cuenta con varias vías de comunicación y todos los servicios en la zona. Se encuentra en 1er piso (no tiene elevador), es interior, cuenta con 4 cubos de luz, por lo que tiene excelente iluminación natural, todas las áreas cuentan con ventilación natural. Consta de 2 recámaras con closet, 1 baño, sala-comedor, cocina integral con instalación para centro de lavado. Tiene un cajón de estacionamiento fijo, en línea de 2 autos. Unicamente son 12 deptos en el edificio. Toda la documentación se encuentra en regla. Se aceptan créditos fovissste, infonavit y de instituciones bancarias o financieras. Precio negociable. Se muestra de lunes a domingo, previa cita Ver datos y Ver datos",/propiedades/vendo-departamento-remodelado-calle-odesa-colonia-58237764.html,"MN 2,530,000",venta,2.0,1.0,64.0,64.0,19.3682556,-99.1485529,Odesa,419,Portales Norte,Ciudad de México,03300,"Odesa 419, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, Mexico"
